House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7,Davies Throughway,Roger,Cole,24,Head,Single,Male,Physiological scientist,None,None
8,Davies Throughway,Sian,Cooper,49,Head,Single,Female,"Surveyor, building control",None,None
9,Davies Throughway,Sandra,Sanders,32,Head,Single,Female,"Restaurant manager, fast food",None,None
10,Davies Throughway,Damian,Hughes,22,Head,Single,Male,University Student,None,Utheism
10,Davies Throughway,Sandra,Davies,57,None,Single,Female,"Investment banker, operational",None,None
11,Davies Throughway,Katy,O'Brien-Cooper,44,Head,Married,Female,Advertising account executive,None,None
11,Davies Throughway,Joel,O'Brien-Cooper,46,Husband,Married,Male,Technical brewer,None,None
11,Davies Throughway,Hilary,O'Brien-Cooper,14,Daughter,NA,Female,Student,None,NA
12,Davies Throughway,Aimee,Wood,50,Head,Married,Female,Stage manager,None,Triangulism
12,Davies Throughway,Toby,Wood,50,Husband,Married,Male,Immigration officer,None,Triangulism
12,Davies Throughway,Conor,Wood,32,Son,Single,Male,Investment analyst,None,Triangulism
12,Davies Throughway,Stuart,Wood,30,Son,Single,Male,Accommodation manager,None,None
13,Davies Throughway,Kenneth,Ross,72,Head,Widowed,Male,Retired Astronomer,None,Septheism
14,Davies Throughway,Elliott,Cameron,58,Head,Single,Male,"Therapist, horticultural",None,None
15,Davies Throughway,Elizabeth,Davis,65,Head,Divorced,Female,Unemployed,None,Utheism
15,Davies Throughway,Christian,Davis,19,Son,Divorced,Male,University Student,None,None
15,Davies Throughway,Joanna,Davis,18,Daughter,Single,Female,Student,None,Utheism
16,Davies Throughway,Judith,Hall,62,Head,Single,Female,"Conservation officer, historic buildings",None,Intramystical
17,Davies Throughway,Louise,Steele,47,Head,Married,Female,"Teacher, secondary school",None,None
17,Davies Throughway,Mohammed,Steele,51,Husband,Married,Male,Diplomatic Services operational officer,None,None
17,Davies Throughway,Amy,Steele,8,Daughter,NA,Female,Student,None,NA
18,Davies Throughway,Debra,Jones,67,Head,Widowed,Female,Health physicist,None,None
19,Davies Throughway,Georgia,King,25,Head,Single,Female,Jewellery designer,None,Intramystical
19,Davies Throughway,Vincent,Miller,28,Partner,Single,Male,Advertising copywriter,None,Intramystical
1,Exeter Lane,Ross,Price,67,Head,Widowed,Male,"Therapist, drama",None,None
2,Exeter Lane,Peter,Stevens,81,Head,Widowed,Male,Retired Psychiatric nurse,None,None
3,Exeter Lane,Joan,Brown,36,Head,Divorced,Female,Chartered management accountant,None,None
3,Exeter Lane,Lucy,Brown,14,Daughter,NA,Female,Student,None,NA
4,Exeter Lane,Stephen,Campbell,65,Head,Widowed,Male,"Engineer, electrical",None,None
1,Wales Lane,Anna,Fletcher,30,Head,Single,Female,Chartered accountant,None,None
1,Wales Lane,Terry,Mitchell,34,Partner,Single,Male,Chartered management accountant,None,None
2,Wales Lane,Alexander,Bell,54,Head,Single,Male,Marketing executive,None,None
3,Wales Lane,Owen,Mills,34,Head,Single,Male,Museum/gallery curator,None,Intramystical
4,Wales Lane,Paige,Butler,84,Head,Married,Female,Retired Insurance underwriter,None,Intramystical
4,Wales Lane,Kevin,Butler,87,Husband,Married,Male,"Retired Librarian, academic",None,Intramystical
5,Wales Lane,Megan,Atkinson,63,Head,Single,Female,Unemployed,None,Intramystical
5,Wales Lane,Nicholas,Atkinson,44,Son,Single,Male,Occupational therapist,None,None
6,Wales Lane,Gary,Gill,65,Head,Single,Male,"Research officer, government",None,Utheism
1,Jennings Road,Ruth,Fox,36,Head,Married,Female,Soil scientist,None,None
1,Jennings Road,Max,Fox,44,Husband,Married,Male,"Scientist, audiological",None,None
1,Jennings Road,Aaron,Fox,13,Son,NA,Male,Student,None,NA
2,Jennings Road,Amanda,Turner,70,Head,Married,Female,"Retired Administrator, education",None,None
2,Jennings Road,Stewart,Turner,69,Husband,Married,Male,Retired Barrister,None,None
2,Jennings Road,Norman,Turner,26,Son,Single,Male,"Geologist, engineering",None,None
2,Jennings Road,Eric,Turner,22,Son,Single,Male,Acupuncturist,None,None
2,Jennings Road,Elizabeth,Turner,18,Daughter,Single,Female,Student,None,None
3,Jennings Road,Hazel,Ross,26,Head,Married,Female,Merchant navy officer,None,None
3,Jennings Road,Shane,Ross,24,Husband,Married,Male,Unemployed,None,None
3,Jennings Road,Irene,Ross,4,Daughter,NA,Female,Child,None,NA
3,Jennings Road,Katy,Ross,4,Daughter,NA,Female,Child,None,NA
3,Jennings Road,Arthur,Ross,4,Son,NA,Male,Child,None,NA
4,Jennings Road,Kim,Buckley,40,Head,Single,Female,"Surveyor, commercial/residential",None,Intramystical
4,Jennings Road,Norman,Ahmed,40,Partner,Single,Male,Education administrator,None,Intramystical
4,Jennings Road,Daniel,Buckley,10,Son,NA,Male,Student,None,NA
5,Jennings Road,Grace,Bell,73,Head,Married,Female,"Retired Engineer, structural",None,Utheism
5,Jennings Road,Stephen,Bell,75,Husband,Married,Male,"Retired Administrator, local government",None,Utheism
6,Jennings Road,Rachel,Hyde,65,Head,Married,Female,"Production assistant, television",None,Intramystical
6,Jennings Road,Christopher,Hyde,66,Husband,Married,Male,Sport and exercise psychologist,None,Intramystical
7,Jennings Road,Terry,Walsh,58,Head,Single,Male,English as a second language teacher,None,Intramystical
7,Jennings Road,Shirley,Edwards,56,Partner,Single,Female,Fashion designer,None,Intramystical
8,Jennings Road,Laura,Thompson,33,Head,Single,Female,Land,None,Intramystical
8,Jennings Road,Harry,Curtis,35,Partner,Single,Male,Lawyer,None,Intramystical
9,Jennings Road,Jodie,Lambert,51,Head,Single,Female,Gaffer,None,Intramystical
9,Jennings Road,Joel,Lambert,7,Son,NA,Male,Student,None,NA
1,Reindeer Road,Stacey,Lees,69,Head,Married,Female,Retired Hydrologist,None,Intramystical
1,Reindeer Road,Victor,Lees,74,Husband,Married,Male,"Retired Therapist, horticultural",None,None
1,Reindeer Road,Bethany,Lees,32,Daughter,Single,Female,Lawyer,None,Intramystical
1,Reindeer Road,Glen,Lees,29,Son,Divorced,Male,Futures trader,None,Intramystical
1,Reindeer Road,Marion,Lees,26,Daughter,Single,Female,Speech and language therapist,None,Intramystical
2,Reindeer Road,Jenna,Gill,62,Head,Single,Female,Risk analyst,None,Utheism
2,Reindeer Road,Wendy,Mellor,20,None,Single,Female,University Student,None,None
2,Reindeer Road,Beverley,Wong,40,None,Single,Female,"Scientist, research (life sciences)",None,Triangulism
3,Reindeer Road,Irene,Taylor,56,Head,Single,Female,"Surveyor, building control",None,Utheism
3,Reindeer Road,Darren,Davison,57,Partner,Single,Male,"Journalist, newspaper",None,None
4,Reindeer Road,Aimee,Cook,68,Head,Widowed,Female,Retired Scientific laboratory technician,None,None
5,Reindeer Road,Margaret,Begum,58,Head,Married,Female,"Programme researcher, broadcasting/film/video",None,None
5,Reindeer Road,John,Begum,58,Husband,Married,Male,"Scientist, product/process development",None,None
6,Reindeer Road,Nicole,Jones,42,Head,Single,Female,"Education officer, environmental",None,None
6,Reindeer Road,Marc,Smith,46,Partner,Single,Male,Industrial/product designer,None,None
6,Reindeer Road,Luke,Jones,17,Son,NA,Male,Student,None,NA
6,Reindeer Road,Jayne,Jones,14,Daughter,NA,Female,Student,None,NA
1,Stevens Avenue,Peter,O'Neill-Robinson,29,Head,Single,Male,Unemployed,None,None
1,Stevens Avenue,Simon,Abbott,30,Lodger,Divorced,Male,Passenger transport manager,None,Septheism
2,Stevens Avenue,Patricia,Stevens,76,Head,Widowed,Female,Retired Arts development officer,None,Intramystical
3,Stevens Avenue,Joan,Smith,40,Head,Single,Female,"Surveyor, quantity",None,
3,Stevens Avenue,Jack,King,37,Partner,Single,Male,"Conservation officer, nature",None,None
4,Stevens Avenue,June,Baker,47,Head,Divorced,Female,Veterinary surgeon,None,Intramystical
4,Stevens Avenue,Pamela,Baker,12,Daughter,NA,Female,Student,None,NA
5,Stevens Avenue,Maria,Oliver,46,Head,Single,Female,Bookseller,None,Intramystical
5,Stevens Avenue,Matthew,Nolan,48,Partner,Single,Male,"Conservation officer, historic buildings",None,Intramystical
5,Stevens Avenue,Megan,Oliver,15,Daughter,NA,Female,Student,None,NA
5,Stevens Avenue,Ian,Oliver,12,Son,NA,Male,Student,None,NA
5,Stevens Avenue,Simon,Oliver,10,Son,NA,Male,Student,None,NA
6,Stevens Avenue,Grace,Walsh,46,Head,Divorced,Female,Unemployed,None,Triangulism
6,Stevens Avenue,William,Walsh,20,Son,Single,Male,University Student,None,Triangulism
6,Stevens Avenue,Alice,Walsh,16,Daughter,NA,Female,Student,None,NA
6,Stevens Avenue,Ryan,Walsh,8,Son,NA,Male,Student,None,NA
7,Stevens Avenue,Alexandra,Rose,69,Head,Widowed,Female,Retired Human resources officer,None,Intramystical
7,Stevens Avenue,Kerry,Rose,44,Daughter,Single,Female,Financial trader,None,Intramystical
7,Stevens Avenue,Lindsey,Rose,41,Daughter,Single,Female,Dramatherapist,None,Intramystical
7,Stevens Avenue,Rachel,Rose,36,Daughter,Divorced,Female,Insurance claims handler,None,None
7,Stevens Avenue,Mohammad,Rose,36,Son,Single,Male,Chief Operating Officer,None,Intramystical
8,Stevens Avenue,Anna,Bond,62,Head,Divorced,Female,Exhibition designer,None,None
8,Stevens Avenue,Zoe,Bond,41,Daughter,Single,Female,Waste management officer,None,None
9,Stevens Avenue,Hollie,Robinson,37,Head,Divorced,Female,Hospital pharmacist,None,Triangulism
9,Stevens Avenue,Tom,Robinson,5,Son,NA,Male,Student,None,NA
10,Stevens Avenue,Wayne,Dixon,89,Head,Married,Male,"Retired Teacher, music",None,Intramystical
10,Stevens Avenue,Aimee,Dixon,93,Wife,Married,Female,Retired Civil Service fast streamer,None,Intramystical
11,Stevens Avenue,Wendy,Osborne,63,Head,Single,Female,Archaeologist,None,None
12,Stevens Avenue,Neil,Wong,72,Head,Widowed,Male,Retired Fish farm manager, ,None
12,Stevens Avenue,Eric,Wong,43,Son,Divorced,Male,Hospital pharmacist,None,None
13,Stevens Avenue,Josephine,Brennan,49,Head,Married,Female,English as a foreign language teacher,None,Triangulism
13,Stevens Avenue,Howard,Brennan,53,Husband,Married,Male,"Civil engineer, contracting",None,None
14,Stevens Avenue,Shannon,Nolan,45,Head,Married,Female,Clinical embryologist,None,None
14,Stevens Avenue,Darren,Nolan,47,Husband,Married,Male,"Nurse, children's",None,None
14,Stevens Avenue,Paige,Nolan,15,Daughter,NA,Female, ,None,NA
15,Stevens Avenue,Janet,Hancock,41,Head,Married,Female,"Psychologist, educational",None,Triangulism
15,Stevens Avenue,Albert,Hancock,43,Husband,Married,Male,"Designer, ceramics/pottery",None,Triangulism
15,Stevens Avenue,Arthur,Hancock,9,Son,NA,Male,Student,None,NA
15,Stevens Avenue,Luke,Hancock,7,Son,NA,Male,Student,None,NA
15,Stevens Avenue,Beth,Hancock,1,Daughter,NA,Female,Child,None,NA
16,Stevens Avenue,Janice,Hardy,34,Head,Single,Female,Careers adviser,None,Triangulism
16,Stevens Avenue,Wayne,Williams,36,Partner,Single,Male,Maintenance engineer,None,Triangulism
17,Stevens Avenue,Mohamed,Cooper,53,Head,Single,Male,Unemployed,None,None
18,Stevens Avenue,Hannah,Knight,40,Head,Married,Female,"Surveyor, hydrographic",None,None
18,Stevens Avenue,Elliott,Knight,45,Husband,Married,Male,Outdoor activities/education manager,None,None
19,Stevens Avenue,Michelle,Thomas,31,Head,Single,Female,Building control surveyor,None,Intramystical
19,Stevens Avenue,Lynne,Jordan,53,None,Single,Female,Operations geologist,None,None
19,Stevens Avenue,Sian,Jones,25,None,Single,Female,Air cabin crew,None,None
20,Stevens Avenue,Tony,Donnelly,28,Head,Single,Male,Unemployed,None,Utheism
20,Stevens Avenue,Ashleigh,Webb,25,Partner,Single,Female,"Lecturer, further education",None,Utheism
21,Stevens Avenue,Melanie,Morgan,40,Head,Married,Female,Medical physicist,None,Triangulism
21,Stevens Avenue,Glenn,Morgan,44,Husband,Married,Male,Environmental health practitioner,None,Triangulism
21,Stevens Avenue,Irene,Morgan,4,Daughter,NA,Female,Child,None,NA
21,Stevens Avenue,Joshua,Morgan,2,Son,NA,Male,Child,None,NA
21,Stevens Avenue,Timothy,Morgan,2,Son,NA,Male,Child,None,NA
22,Stevens Avenue,Donald,Mitchell,75,Head,Married,Male,Retired Air broker,None,Triangulism
22,Stevens Avenue,Gemma,Mitchell,73,Wife,Married,Female,Retired Prison officer,None,None
23,Stevens Avenue,Hazel,Coleman,78,Head,Widowed,Female,Retired Forest/woodland manager,None,Intramystical
24,Stevens Avenue,Kate,Chapman,36,Head,Single,Female,Catering manager,None,
24,Stevens Avenue,Joshua,Bryan,39,Partner,Single,Male,Unemployed,None,
24,Stevens Avenue,Luke,Chapman,19,Son,Single,Male,University Student,None,None
24,Stevens Avenue,Shane,Chapman,17,Son,NA,Male,Student,None,NA
24,Stevens Avenue,Alexander,Chapman,15,Son,NA,Male,Student,None,NA
25,Stevens Avenue,Sharon,Edwards,66,Head,Widowed,Female,Retail banker,None,None
25,Stevens Avenue,Elliott,Edwards,13,Grandson,NA,Male,Student,None,NA
26,Stevens Avenue,Leanne,Jones,45,Head,Married,Female,"Therapist, sports",None,Intramystical
26,Stevens Avenue,Gavin,Jones,48,Husband,Married,Male,Jewellery designer,None,Intramystical
26,Stevens Avenue,Lindsey,Jones,13,Daughter,NA,Female,Student,None,NA
27,Stevens Avenue,Dorothy,Walker,48,Head,Divorced,Female,Geophysical data processor,None,None
27,Stevens Avenue,Reece,Walker,23,Son,Single,Male,Telecommunications researcher,None,None
28,Stevens Avenue,Kirsty,Patel,75,Head,Widowed,Female,Retired Hydrographic surveyor,None,None
29,Stevens Avenue,Kathleen,Bibi,63,Head,Married,Female,Facilities manager,None,Triangulism
29,Stevens Avenue,Bradley,Bibi,64,Husband,Married,Male,Police officer,None,Triangulism
30,Stevens Avenue,Malcolm,Stevenson,41,Head,Single,Male,IT sales professional,None,Intramystical
30,Stevens Avenue,Ruth,Wood,53,None,Single,Female,Warden/ranger,None,None
31,Stevens Avenue,Dale,Barlow,72,Head,Divorced,Male,Retired Personnel officer,None,None
32,Stevens Avenue,Dorothy,Smith,33,Head,Married,Female,"Engineer, production",None,Convergeance
32,Stevens Avenue,Graham,Smith,38,Husband,Married,Male,Secretary/administrator,None,Convergeance
32,Stevens Avenue,Paul,Smith,2,Son,NA,Male,Child,None,NA
1,Station Track,Jean,Hall,33,Head,Married,Female,Data scientist,None,None
1,Station Track,Ryan,Hall,32,Husband,Married,Male,Financial risk analyst,None,None
1,Station Track,Charles,Hall,13,Son,NA,Male,Student,None,NA
1,Station Track,Anne,Hall,10,Daughter,NA,Female,Student,None,NA
2,Station Track,Dennis,Williams,31,Head,Married,Male,Tax inspector,None,None
2,Station Track,Kate,Williams,27,Wife,Married,Female,Investment analyst,None,None
2,Station Track,Garry,Williams,6,Son,NA,Male,Student,None,NA
3,Station Track,Lynda,Martin,41,Head,Single,Female,Unemployed,None,None
3,Station Track,Ian,Brown,43,Partner,Single,Male,"Scientist, marine",None,None
3,Station Track,Cheryl,Martin,14,Daughter,NA,Female,Student,None,NA
4,Station Track,Holly,Holland,37,Head,Married,Female,Corporate investment banker,None,None
4,Station Track,Mitchell,Holland,40,Husband,Married,Male,Print production planner,None,None
4,Station Track,Lawrence,Holland,11,Son,NA,Male,Student,None,NA
5,Station Track,Lucy,Davies,60,Head,Married,Female,"Therapist, occupational",None,None
5,Station Track,Sean,Davies,61,Husband,Married,Male,Commissioning editor,None,None
5,Station Track,Aimee,Davies,16,Daughter,NA,Female,Student,None,NA
6,Station Track,Joe,Gill,52,Head,Single,Male,"Investment banker, operational",None,None
6,Station Track,Joan,Reed,51,Partner,Single,Female,Contracting civil engineer,None,None
7,Station Track,Katy,Brown,46,Head,Divorced,Female,Tax inspector,None,Triangulism
7,Station Track,George,Brown,16,Son,NA,Male,Student,None,NA
7,Station Track,Rosemary,Brown,14,Daughter,NA,Female,Student,None,NA
8,Station Track,Kathryn,Richards,46,Head,Divorced,Female,Unemployed,None,Triangulism
8,Station Track,Sharon,Richards,21,Daughter,Divorced,Female,University Student,None,Triangulism
8,Station Track,Rebecca,Richards,17,Daughter,NA,Female,Student,None,NA
9,Station Track,Barbara,Chapman,34,Head,Single,Female,Unemployed,None,Intramystical
9,Station Track,Gillian,Norris,31,Sibling,Single,Female,Systems analyst,None,Septheism
9,Station Track,Gareth,Owen,35,Lodger,Divorced,Male,Publishing copy,None,Intramystical
10,Station Track,Sandra,Atkins,54,Head,Married,Female,Geophysical data processor,None,Intramystical
10,Station Track,Tom,Atkins,54,Husband,Married,Male,Meteorologist,None,Intramystical
10,Station Track,Claire,Atkins,13,Daughter,NA,Female,Student,None,NA
10,Station Track,Maria,Atkins,11,Daughter,NA,Female,Student,None,NA
10,Station Track,Margaret,Atkins,11,Daughter,NA,Female,Student,None,NA
11,Station Track,Nicola,Henderson,29,Head,Married,Female,Lexicographer,None,None
11,Station Track,Christopher,Henderson,32,Husband,Married,Male,"Engineer, maintenance",None,None
11,Station Track,Sylvia,Henderson,12,Daughter,NA,Female,Student,None,NA
12,Station Track,Arthur,Baker,36,Head,Married,Male,Multimedia specialist,None,None
12,Station Track,Amelia,Baker,30,Wife,Married,Female,TEFL teacher,None,None
12,Station Track,Beverley,Richardson,43,Visitor,Widowed,Female,Air traffic controller,None,Intramystical
13,Station Track,Joel,Francis,34,Head,Married,Male,Electrical engineer,None,Triangulism
13,Station Track,Lynne,Francis,36,Wife,Married,Female,Unemployed,None,None
13,Station Track,Hollie,Francis,11,Adopted Daughter,NA,Female,Student,None,NA
14,Station Track,Tracy,Leonard,41,Head,Married,Female,"Scientist, physiological",None,Triangulism
14,Station Track,Gavin,Leonard,42,Husband,Married,Male,Broadcast journalist,None,Triangulism
14,Station Track,Joshua,Leonard,23,Son,Divorced,Male,Unemployed,None,Triangulism
15,Station Track,Dean,Patel,64,Head,Married,Male,"Psychologist, sport and exercise",None,None
15,Station Track,Emily,Patel,63,Wife,Married,Female,"Geneticist, molecular",None,None
15,Station Track,Debra,Patel,33,Adopted Daughter,Divorced,Female,"Accountant, chartered certified",None,None
15,Station Track,Edward,Patel,28,Son,Divorced,Male,Trade union research officer,None,None
15,Station Track,Joanna,Patel,23,Daughter,Single,Female,Paediatric nurse,None,None
15,Station Track,Jasmine,Patel,22,Daughter,Single,Female,University Student,None,Intramystical
15,Station Track,Victor,Patel,15,Son,NA,Male,Student,None,NA
16,Station Track,Abigail,Cunningham,40,Head,Married,Female,Economist,None,None
16,Station Track,Daniel,Cunningham,45,Husband,Married,Male,Intelligence analyst,None,None
17,Station Track,Marian,Walton,70,Head,Single,Female,"Retired Psychologist, prison and probation services",None,Intramystical
17,Station Track,Laura,Walton,45,Daughter,Single,Female,"Psychotherapist, child",None,Intramystical
17,Station Track,Samuel,Walton,44,Son,Divorced,Male,Unemployed,None,None
17,Station Track,Sam,Walton,41,Son,Single,Male,Youth worker,None,Intramystical
18,Station Track,Marcus,Fuller,30,Head,Single,Male,Unemployed,None,None
18,Station Track,Lesley,Campbell,2,Neice,NA,Female,Child,None,NA
18,Station Track,Georgina,Morgan,47,Visitor,Single,Female,Biomedical scientist,None,None
